,Datum,Standort,Standortname,WGS84_lat,WGS84_lng,RainDur,StrGlo,T,T_max_h1,p
668,2023-08-14,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,10.15,242.46,25.75,30.39,966.24
669,2023-08-15,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,12.77,,25.83,30.77,967.45
670,2023-08-15,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,6.88,,26.59,31.22,969.74
671,2023-08-15,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,21.83,255.12,26.47,30.9,967.45
672,2023-08-16,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,25.58,32.13,967.73
673,2023-08-16,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,26.04,31.89,969.97
674,2023-08-16,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,276.5,26.03,31.67,967.72
675,2023-08-17,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.65,,23.61,28.2,967.43
676,2023-08-17,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.73,28.79,969.7
677,2023-08-17,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,182.99,23.98,28.77,967.38
678,2023-08-18,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,24.8,31.59,966.31
679,2023-08-18,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,24.99,31.99,968.64
680,2023-08-18,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,278.94,25.23,31.97,966.27
681,2023-08-19,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,26.69,33.49,967.95
682,2023-08-19,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,267.85,27.22,33.9,967.97
683,2023-08-20,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,27.16,33.55,970.61
684,2023-08-20,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,27.52,33.97,972.94
685,2023-08-20,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,272.04,27.62,33.65,970.62
686,2023-08-21,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,27.77,33.69,971.34
687,2023-08-21,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,28.09,34.34,973.63
688,2023-08-21,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,266.05,28.36,34.38,971.35
689,2023-08-22,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,28.21,33.98,969.57
690,2023-08-22,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,28.53,34.18,971.92
691,2023-08-22,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,267.52,28.74,34.17,969.61
692,2023-08-23,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,28.09,33.85,968.86
693,2023-08-23,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,28.64,33.54,971.2
694,2023-08-23,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.58,258.65,28.5,33.6,968.92
695,2023-08-24,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,18.68,,26.82,34.14,965.63
696,2023-08-24,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,5.77,,27.39,34.59,967.97
697,2023-08-24,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,12.17,238.08,27.38,34.77,965.64
698,2023-08-25,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,119.05,,23.93,28.31,963.89
699,2023-08-25,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,45.63,,24.84,28.72,966.25
700,2023-08-25,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,146.53,135.52,24.76,28.41,963.9
701,2023-08-26,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,295.07,,19.21,20.92,963.63
702,2023-08-26,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,283.32,,19.72,21.54,966.01
703,2023-08-26,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,337.28,59.11,20.2,21.93,963.62
704,2023-08-27,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,694.92,,16.52,18.89,962.27
705,2023-08-27,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,659.55,,16.64,19.14,964.73
706,2023-08-27,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,841.4,60.05,17.25,19.13,962.26
707,2023-08-28,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,1237.34,,13.95,14.81,960.6
708,2023-08-28,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,1294.13,,13.82,14.65,963.07
709,2023-08-28,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,1379.7,41.73,14.62,15.49,960.54
710,2023-08-29,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,480.72,,12.84,13.55,961.79
711,2023-08-29,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,560.32,,12.79,13.75,964.2
712,2023-08-29,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,726.57,63.01,13.4,14.11,961.71
713,2023-08-30,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.03,,15.9,19.18,960.73
714,2023-08-30,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,16.15,19.57,963.19
715,2023-08-30,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,182.09,16.37,19.56,960.7
716,2023-08-31,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,40.62,,16.49,18.8,964.99
717,2023-08-31,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,36.48,,16.87,19.27,967.44
718,2023-08-31,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,57.98,102.62,16.73,18.74,964.98
719,2023-09-01,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,20.34,25.53,966.78
720,2023-09-01,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.85,26.28,969.14
721,2023-09-01,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,1.3,246.37,20.88,26.13,966.75
722,2023-09-02,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.11,26.94,969.99
723,2023-09-02,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.53,27.22,972.29
724,2023-09-02,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,248.96,21.61,27.02,969.93
725,2023-09-03,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.32,26.71,974.64
726,2023-09-03,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.89,26.97,976.96
727,2023-09-03,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,210.69,21.73,26.61,974.51
728,2023-09-04,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,22.03,27.68,972.8
729,2023-09-04,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,22.59,27.9,975.1
730,2023-09-04,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,248.09,22.25,27.39,972.68
731,2023-09-05,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.95,26.53,972.23
732,2023-09-05,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,250.2,21.54,26.39,969.84
733,2023-09-06,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,21.24,26.82,969.29
734,2023-09-06,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,22.09,26.94,971.72
735,2023-09-06,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,243.97,21.67,26.84,969.38
736,2023-09-07,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,22.6,28.51,968.72
737,2023-09-07,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.4,28.73,971.11
738,2023-09-07,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,235.62,23.17,28.39,968.8
739,2023-09-08,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,23.62,29.37,968.34
740,2023-09-08,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,24.22,29.73,970.65
741,2023-09-08,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,226.36,24.27,29.8,968.35
742,2023-09-09,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,24.02,29.04,967.89
743,2023-09-09,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,24.44,29.68,970.21
744,2023-09-09,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,193.81,24.55,29.48,967.96
745,2023-09-10,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,24.14,29.94,968.1
746,2023-09-10,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,24.49,30.37,970.46
747,2023-09-10,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,226.83,24.7,29.93,968.16
748,2023-09-11,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,23.94,30.0,965.31
749,2023-09-11,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,24.24,30.54,967.68
750,2023-09-11,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,226.93,24.61,30.34,965.32
751,2023-09-12,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,30.68,,23.24,28.55,964.02
752,2023-09-12,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,11.72,,23.49,29.71,966.39
753,2023-09-12,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,43.93,191.61,23.8,29.12,963.99
754,2023-09-13,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,465.7,,19.64,22.77,967.86
755,2023-09-13,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,417.15,,19.74,22.67,970.21
756,2023-09-13,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,522.1,80.09,20.03,22.28,967.83
757,2023-09-14,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,7.93,,19.01,21.61,969.98
758,2023-09-14,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,64.75,,19.31,21.8,972.38
759,2023-09-14,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,58.27,127.82,19.47,21.78,969.97
760,2023-09-15,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.63,23.92,966.73
761,2023-09-15,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,20.16,24.24,969.07
762,2023-09-15,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,168.22,20.02,23.86,966.68
763,2023-09-16,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.4,,20.77,25.93,964.91
764,2023-09-16,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,21.41,26.62,967.22
765,2023-09-16,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,190.71,21.29,25.93,964.85
766,2023-09-17,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,2.85,,22.74,27.82,964.69
767,2023-09-17,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,23.05,28.39,967.03
768,2023-09-17,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,6.5,193.26,23.21,27.82,964.65
769,2023-09-18,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,157.83,,19.54,20.94,963.15
770,2023-09-18,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,67.15,,19.83,21.02,965.47
771,2023-09-18,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,168.43,57.85,19.93,21.65,963.1
772,2023-09-19,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,16.42,,19.27,22.91,966.75
773,2023-09-19,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.41,22.73,969.13
774,2023-09-19,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,32.3,162.15,19.4,22.86,966.72
775,2023-09-20,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.47,24.71,963.16
776,2023-09-20,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.51,24.34,965.5
777,2023-09-20,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,211.28,19.84,24.64,963.08
778,2023-09-21,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,213.4,,19.79,23.95,954.8
779,2023-09-21,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,189.33,,20.04,24.3,957.17
780,2023-09-21,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,222.1,142.97,20.28,24.0,954.8
781,2023-09-22,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,502.17,,15.0,17.3,957.62
782,2023-09-22,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,497.41,,14.98,17.37,960.02
783,2023-09-22,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,564.9,93.01,15.48,17.38,957.56
784,2023-09-23,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,12.47,,13.73,16.7,968.12
785,2023-09-23,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,51.3,,13.89,16.55,970.53
786,2023-09-23,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,52.12,101.54,14.07,16.38,968.03
787,2023-09-24,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,13.73,18.52,973.88
788,2023-09-24,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,14.22,18.82,976.25
789,2023-09-24,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,211.2,14.27,18.64,973.72
790,2023-09-25,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,14.26,20.0,972.65
791,2023-09-25,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,14.6,20.39,974.99
792,2023-09-25,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,198.93,14.74,20.17,972.5
793,2023-09-26,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,15.71,21.78,971.84
794,2023-09-26,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,15.92,21.95,974.2
795,2023-09-26,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,190.64,16.29,22.0,971.74
796,2023-09-27,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,15.92,22.04,970.37
797,2023-09-27,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,16.29,22.57,972.75
798,2023-09-27,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,197.3,16.52,21.97,970.3
799,2023-09-28,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.43,25.03,969.7
800,2023-09-28,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,18.45,25.16,972.09
801,2023-09-28,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,180.79,18.94,25.11,969.7
802,2023-09-29,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.09,25.57,972.07
803,2023-09-29,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.32,25.88,974.41
804,2023-09-29,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,174.41,19.6,25.87,972.01
805,2023-09-30,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.93,21.87,975.24
806,2023-09-30,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.55,22.2,977.59
807,2023-09-30,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,133.72,19.26,22.07,975.11
808,2023-10-01,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,17.28,22.96,975.34
809,2023-10-01,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,17.83,23.31,977.67
810,2023-10-01,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,176.48,17.98,22.95,975.19
811,2023-10-02,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.37,24.34,972.94
812,2023-10-02,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,18.59,24.42,975.32
813,2023-10-02,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,176.47,19.21,24.8,972.85
814,2023-10-03,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,19.5,,19.51,25.6,971.96
815,2023-10-03,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.67,,19.71,26.09,974.41
816,2023-10-03,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,13.55,145.65,19.89,25.95,972.03
817,2023-10-04,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,15.9,19.36,977.18
818,2023-10-04,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,16.52,19.39,979.67
819,2023-10-04,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,161.25,16.41,19.38,977.13
820,2023-10-05,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,14.4,19.41,975.85
821,2023-10-05,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,14.76,19.37,978.3
822,2023-10-05,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,137.29,14.8,19.33,975.77
823,2023-10-06,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,14.39,20.3,976.0
824,2023-10-06,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,14.74,20.58,978.37
825,2023-10-06,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,154.38,15.08,20.58,975.79
826,2023-10-07,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,15.8,22.07,976.5
827,2023-10-07,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,15.8,22.14,978.82
828,2023-10-07,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,164.49,16.41,22.46,976.29
829,2023-10-08,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,17.15,23.8,976.2
830,2023-10-08,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,16.84,23.5,978.54
831,2023-10-08,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,156.64,17.62,24.26,976.02
832,2023-10-09,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,17.99,22.53,973.66
833,2023-10-09,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,17.64,22.88,976.04
834,2023-10-09,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,108.46,18.29,22.83,973.55
835,2023-10-10,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.12,22.82,972.42
836,2023-10-10,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,17.79,23.45,974.76
837,2023-10-10,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,126.24,18.39,23.18,972.32
838,2023-10-11,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,17.94,23.93,970.51
839,2023-10-11,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,17.69,23.89,972.86
840,2023-10-11,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,158.96,18.45,24.34,970.46
841,2023-10-12,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,18.73,24.55,969.44
842,2023-10-12,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.07,25.09,971.8
843,2023-10-12,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,133.1,19.37,24.93,969.44
844,2023-10-13,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,19.21,25.13,966.43
845,2023-10-13,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,19.53,25.47,968.78
846,2023-10-13,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,153.94,19.61,25.22,966.39
847,2023-10-14,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,325.08,,16.32,20.35,965.74
848,2023-10-14,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,214.53,,16.64,20.79,968.15
849,2023-10-14,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,325.43,68.92,16.76,20.42,965.73
850,2023-10-15,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,14.15,,11.29,13.19,970.6
851,2023-10-15,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,60.58,,11.18,13.13,973.05
852,2023-10-15,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,94.67,64.94,11.32,13.25,970.52
853,2023-10-16,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,8.72,12.65,968.27
854,2023-10-16,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,9.13,12.57,970.67
855,2023-10-16,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,149.53,9.03,12.77,968.07
856,2023-10-17,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,7.99,12.28,965.39
857,2023-10-17,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,8.23,12.69,967.74
858,2023-10-17,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,99.46,8.46,12.36,965.15
859,2023-10-18,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.05,,9.63,11.32,960.11
860,2023-10-18,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,40.88,48.74,10.07,11.61,957.56
861,2023-10-19,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,1.98,,14.52,18.34,949.52
862,2023-10-19,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,99.69,87.88,14.69,18.26,947.1
863,2023-10-20,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,337.02,,14.02,15.3,936.55
864,2023-10-20,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,194.48,,14.16,15.97,938.83
865,2023-10-20,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,429.37,21.2,14.48,15.67,936.44
866,2023-10-21,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,126.53,,13.33,14.65,951.43
867,2023-10-21,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,124.38,,13.62,15.08,953.82
868,2023-10-21,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,200.73,35.41,13.83,14.64,951.37
869,2023-10-22,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.0,,12.42,16.04,961.72
870,2023-10-22,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.0,,12.42,16.29,964.1
871,2023-10-22,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,113.94,12.97,16.27,961.61
872,2023-10-23,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,0.08,,11.93,15.1,960.44
873,2023-10-23,Zch_Schimmelstrasse,Zürich Schimmelstrasse,47.371,8.5235,0.02,,12.2,15.24,962.83
874,2023-10-23,Zch_Stampfenbachstrasse,Zürich Stampfenbachstrasse,47.3868,8.5398,0.0,71.04,12.38,15.01,960.33
875,2023-10-24,Zch_Rosengartenstrasse,Zürich Rosengartenstrasse,47.3952,8.5261,532.58,,12.0,13.09,956.98
